Diagnosis Year,Cancer type,Gender,Stage,Age At Diagnosis,Years Since Diagnosis,Patients,Survival (%)
2015-2019,Breast,Male,All stages combined,65-74,3,509,90.6
2015-2019,Breast,Male,All stages combined,75-99,3,603,83.2
2015-2019,Breast,Male,All stages combined,All ages,3,1590,87.9
2015-2019,Breast,Male,All stages combined,All ages,3,1590,88.6
2015-2019,Breast,Male,All stages combined,55-64,4,262,88.5
2015-2019,Breast,Male,All stages combined,65-74,4,509,86.2
2015-2019,Breast,Male,All stages combined,75-99,4,603,76.8
2015-2019,Breast,Male,All stages combined,All ages,4,1590,84
2015-2019,Breast,Male,All stages combined,55-64,5,262,86.1
2015-2019,Breast,Male,All stages combined,65-74,5,509,82.9
2015-2019,Breast,Male,All stages combined,75-99,5,603,66.2
2015-2019,Breast,Male,All stages combined,All ages,5,1590,78.4
2015-2019,Liver,Female,All stages combined,15-44,1,66,63.7
2015-2019,Liver,Female,All stages combined,45-54,1,130,45.6
2015-2019,Liver,Female,All stages combined,55-64,1,317,36.6
2015-2019,Liver,Female,All stages combined,65-74,1,506,34.3
2015-2019,Liver,Female,All stages combined,75-99,1,807,21.2
2015-2019,Liver,Female,All stages combined,All ages,1,1826,30.8
2015-2019,Liver,Female,All stages combined,All ages,1,1826,32.7
2015-2019,Liver,Female,All stages combined,15-44,2,66,48.9
2015-2019,Liver,Female,All stages combined,45-54,2,130,33.3
2015-2019,Liver,Female,All stages combined,55-64,2,317,25.7
2015-2019,Liver,Female,All stages combined,65-74,2,506,20.9
2015-2019,Liver,Female,All stages combined,75-99,2,807,12.2
2015-2019,Liver,Female,All stages combined,All ages,2,1826,19.8
2015-2019,Liver,Female,All stages combined,All ages,2,1826,21
2015-2019,Liver,Female,All stages combined,15-44,3,66,42.5
2015-2019,Liver,Female,All stages combined,45-54,3,130,26
2015-2019,Liver,Female,All stages combined,55-64,3,317,20.3
2015-2019,Liver,Female,All stages combined,65-74,3,506,14.1
2015-2019,Liver,Female,All stages combined,75-99,3,807,7.7
2015-2019,Liver,Female,All stages combined,All ages,3,1826,14.2
2015-2019,Liver,Female,All stages combined,All ages,3,1826,15
2015-2019,Liver,Female,All stages combined,45-54,4,130,22.7
2015-2019,Liver,Female,All stages combined,55-64,4,317,16.8
2015-2019,Liver,Female,All stages combined,65-74,4,506,11.7
2015-2019,Liver,Female,All stages combined,All ages,4,1826,11.5
2015-2019,Liver,Female,All stages combined,65-74,5,506,9.7
2015-2019,Liver,Female,All stages combined,All ages,5,1826,9.8
2015-2019,Liver,Female,All stages combined,15-44,1,39,63.2
2015-2019,Liver,Female,All stages combined,45-54,1,101,47.6
2015-2019,Liver,Female,All stages combined,55-64,1,274,45.5
2015-2019,Liver,Female,All stages combined,65-74,1,473,40.5
2015-2019,Liver,Female,All stages combined,75-99,1,898,20.4
2015-2019,Liver,Female,All stages combined,All ages,1,1785,32
2015-2019,Liver,Female,All stages combined,All ages,1,1785,35.9
2015-2019,Liver,Female,All stages combined,15-44,2,39,44.3
2015-2019,Liver,Female,All stages combined,45-54,2,101,35.1
2015-2019,Liver,Female,All stages combined,55-64,2,274,28.8
2015-2019,Liver,Female,All stages combined,65-74,2,473,27.8
2015-2019,Liver,Female,All stages combined,75-99,2,898,11.1
2015-2019,Liver,Female,All stages combined,All ages,2,1785,20.3
2015-2019,Liver,Female,All stages combined,All ages,2,1785,22.8
2015-2019,Liver,Female,All stages combined,55-64,3,274,23.6
2015-2019,Liver,Female,All stages combined,65-74,3,473,19.2
2015-2019,Liver,Female,All stages combined,75-99,3,898,6.4
2015-2019,Liver,Female,All stages combined,All ages,3,1785,14.5
2015-2019,Liver,Female,All stages combined,All ages,3,1785,16.2
2015-2019,Liver,Female,All stages combined,55-64,4,274,18.8
2015-2019,Liver,Female,All stages combined,65-74,4,473,14.3
2015-2019,Liver,Female,All stages combined,75-99,4,898,5.8
2015-2019,Liver,Female,All stages combined,All ages,4,1785,11.4
2015-2019,Liver,Female,All stages combined,55-64,5,274,17.1
2015-2019,Liver,Female,All stages combined,65-74,5,473,13
2015-2019,Liver,Female,All stages combined,All ages,5,1785,9.9
2015-2019,Liver,Female,All stages combined,15-44,1,41,65.9
2015-2019,Liver,Female,All stages combined,45-54,1,103,62.2
2015-2019,Liver,Female,All stages combined,55-64,1,220,49.3
2015-2019,Liver,Female,All stages combined,65-74,1,460,35.4
2015-2019,Liver,Female,All stages combined,75-99,1,921,22.5
2015-2019,Liver,Female,All stages combined,All ages,1,1745,32.7
2015-2019,Liver,Female,All stages combined,All ages,1,1745,37.5
2015-2019,Liver,Female,All stages combined,15-44,2,41,51.9
2015-2019,Liver,Female,All stages combined,45-54,2,103,42.3
2015-2019,Liver,Female,All stages combined,55-64,2,220,34.7
2015-2019,Liver,Female,All stages combined,65-74,2,460,25.4
2015-2019,Liver,Female,All stages combined,75-99,2,921,11.7
2015-2019,Liver,Female,All stages combined,All ages,2,1745,21
2015-2019,Liver,Female,All stages combined,All ages,2,1745,24.4
2015-2019,Liver,Female,All stages combined,55-64,3,220,30.3
2015-2019,Liver,Female,All stages combined,65-74,3,460,19.1
2015-2019,Liver,Female,All stages combined,75-99,3,921,6.9
2015-2019,Liver,Female,All stages combined,All ages,3,1745,15.3
2015-2019,Liver,Female,All stages combined,All ages,3,1745,17.7
2015-2019,Liver,Female,All stages combined,55-64,4,220,22.2
2015-2019,Liver,Female,All stages combined,65-74,4,460,15.7
2015-2019,Liver,Female,All stages combined,75-99,4,921,5.7
2015-2019,Liver,Female,All stages combined,All ages,4,1745,12.5
2015-2019,Liver,Female,All stages combined,All ages,4,1745,14.5
2015-2019,Liver,Female,All stages combined,65-74,5,460,13.4
2015-2019,Liver,Female,All stages combined,75-99,5,921,6
2015-2019,Liver,Female,All stages combined,All ages,5,1745,12
2015-2019,Liver,Female,All stages combined,15-44,1,37,56.8
2015-2019,Liver,Female,All stages combined,45-54,1,94,49
2015-2019,Liver,Female,All stages combined,55-64,1,217,44.9
2015-2019,Liver,Female,All stages combined,65-74,1,510,41.4
2015-2019,Liver,Female,All stages combined,75-99,1,933,25
2015-2019,Liver,Female,All stages combined,All ages,1,1791,34
2015-2019,Liver,Female,All stages combined,All ages,1,1791,38
2015-2019,Liver,Female,All stages combined,15-44,2,37,42.5
2015-2019,Liver,Female,All stages combined,45-54,2,94,35.4
2015-2019,Liver,Female,All stages combined,55-64,2,217,28.3
2015-2019,Liver,Female,All stages combined,65-74,2,510,23.8
2015-2019,Liver,Female,All stages combined,75-99,2,933,12.6
2015-2019,Liver,Female,All stages combined,All ages,2,1791,19.5
2015-2019,Liver,Female,All stages combined,All ages,2,1791,22.5
2015-2019,Liver,Female,All stages combined,55-64,3,217,21.2
2015-2019,Liver,Female,All stages combined,65-74,3,510,17.6
2015-2019,Liver,Female,All stages combined,75-99,3,933,8.5
2015-2019,Liver,Female,All stages combined,All ages,3,1791,13.9
2015-2019,Liver,Female,All stages combined,All ages,3,1791,16
2015-2019,Liver,Female,All stages combined,65-74,4,510,14.8
2015-2019,Liver,Female,All stages combined,75-99,4,933,5.4
2015-2019,Liver,Female,All stages combined,All ages,4,1791,11.4
2015-2019,Liver,Female,All stages combined,65-74,5,510,12.3
2015-2019,Liver,Female,All stages combined,All ages,5,1791,10.2
2015-2019,Liver,Female,All stages combined,15-44,1,37,54.1
2015-2019,Liver,Female,All stages combined,45-54,1,78,60.1
2015-2019,Liver,Female,All stages combined,55-64,1,216,47.6
2015-2019,Liver,Female,All stages combined,65-74,1,413,39.7
2015-2019,Liver,Female,All stages combined,75-99,1,879,22.3
2015-2019,Liver,Female,All stages combined,All ages,1,1623,32.6
2015-2019,Liver,Female,All stages combined,All ages,1,1623,37.6
2015-2019,Liver,Female,All stages combined,15-44,2,37,45.2
2015-2019,Liver,Female,All stages combined,45-54,2,78,43.9
2015-2019,Liver,Female,All stages combined,55-64,2,216,29
2015-2019,Liver,Female,All stages combined,65-74,2,413,23.3
2015-2019,Liver,Female,All stages combined,75-99,2,879,12.5
2015-2019,Liver,Female,All stages combined,All ages,2,1623,19.7
2015-2019,Liver,Female,All stages combined,All ages,2,1623,23.1
2015-2019,Liver,Female,All stages combined,45-54,3,78,40.1
2015-2019,Liver,Female,All stages combined,55-64,3,216,23.6
2015-2019,Liver,Female,All stages combined,65-74,3,413,17.8
2015-2019,Liver,Female,All stages combined,All ages,3,1623,13.5
2015-2019,Liver,Female,All stages combined,45-54,4,78,36
2015-2019,Liver,Female,All stages combined,55-64,4,216,19.9
2015-2019,Liver,Female,All stages combined,65-74,4,413,16.1
2015-2019,Liver,Female,All stages combined,All ages,4,1623,11.7
2015-2019,Liver,Female,All stages combined,All ages,5,1623,10.3
2015-2019,Liver,Female,1,55-64,1,116,89.3
2015-2019,Liver,Female,1,65-74,1,200,78.4
2015-2019,Liver,Female,1,75-99,1,221,56.5
2015-2019,Liver,Female,1,All ages,1,609,73.9
2015-2019,Liver,Female,1,All ages,1,609,75.5
2015-2019,Liver,Female,1,55-64,2,116,71.1
2015-2019,Liver,Female,1,65-74,2,200,61.5
2015-2019,Liver,Female,1,75-99,2,221,40.7
2015-2019,Liver,Female,1,All ages,2,609,58.8
2015-2019,Liver,Female,1,All ages,2,609,60.3
2015-2019,Liver,Female,1,55-64,3,116,66.3
2015-2019,Liver,Female,1,65-74,3,200,48.2
2015-2019,Liver,Female,1,75-99,3,221,29.8
2015-2019,Liver,Female,1,All ages,3,609,49.1
2015-2019,Liver,Female,1,All ages,3,609,49.7
2015-2019,Liver,Female,1,55-64,4,116,63.3
2015-2019,Liver,Female,1,65-74,4,200,41.7
2015-2019,Liver,Female,1,75-99,4,221,25.2
2015-2019,Liver,Female,1,All ages,4,609,43.5
2015-2019,Liver,Female,1,All ages,4,609,43.7
2015-2019,Liver,Female,1,65-74,5,200,39
2015-2019,Liver,Female,1,All ages,5,609,40.4
2015-2019,Liver,Female,2,15-44,1,16,100
2015-2019,Liver,Female,2,45-54,1,44,79.7
2015-2019,Liver,Female,2,55-64,1,112,70.9
2015-2019,Liver,Female,2,65-74,1,186,72.5
2015-2019,Liver,Female,2,75-99,1,240,47.2
2015-2019,Liver,Female,2,All ages,1,598,63.3
2015-2019,Liver,Female,2,All ages,1,598,65.9
2015-2019,Liver,Female,2,15-44,2,16,78.8
2015-2019,Liver,Female,2,45-54,2,44,67.2
2015-2019,Liver,Female,2,55-64,2,112,62.2
2015-2019,Liver,Female,2,65-74,2,186,51.9
2015-2019,Liver,Female,2,75-99,2,240,28.8
2015-2019,Liver,Female,2,All ages,2,598,46.4
2015-2019,Liver,Female,2,All ages,2,598,48.4
2015-2019,Liver,Female,2,55-64,3,112,57.2
2015-2019,Liver,Female,2,65-74,3,186,41.4
2015-2019,Liver,Female,2,75-99,3,240,19.8
2015-2019,Liver,Female,2,All ages,3,598,38.1
2015-2019,Liver,Female,2,All ages,3,598,39.1
2015-2019,Liver,Female,2,55-64,4,112,52.3
2015-2019,Liver,Female,2,65-74,4,186,30.4
2015-2019,Liver,Female,2,All ages,4,598,30.5
2015-2019,Liver,Female,2,All ages,5,598,29.8
2015-2019,Liver,Female,3,15-44,1,18,66.7
2015-2019,Liver,Female,3,45-54,1,39,59.1
2015-2019,Liver,Female,3,55-64,1,105,41.2
2015-2019,Liver,Female,3,65-74,1,192,41.7
2015-2019,Liver,Female,3,75-99,1,304,23.8
2015-2019,Liver,Female,3,All ages,1,658,35.1
2015-2019,Liver,Female,3,All ages,1,658,38.1
2015-2019,Liver,Female,3,55-64,2,105,24.2
2015-2019,Liver,Female,3,65-74,2,192,27.7
2015-2019,Liver,Female,3,All ages,2,658,20
2015-2019,Liver,Female,3,All ages,3,658,11.6
2015-2019,Liver,Female,3,All ages,4,658,10.4
2015-2019,Liver,Female,4,15-44,1,82,41.5
2015-2019,Liver,Female,4,45-54,1,197,36.6
2015-2019,Liver,Female,4,55-64,1,452,26.2
2015-2019,Liver,Female,4,65-74,1,830,20.1
2015-2019,Liver,Female,4,75-99,1,1207,9.7
2015-2019,Liver,Female,4,All ages,1,2768,18.4
2015-2019,Liver,Female,4,All ages,1,2768,19.6
2015-2019,Liver,Female,4,55-64,2,452,10.9
2015-2019,Liver,Female,4,65-74,2,830,8.8
2015-2019,Liver,Female,4,75-99,2,1207,3.8
2015-2019,Liver,Female,4,All ages,2,2768,7.9
2015-2019,Liver,Female,4,All ages,2,2768,8.3
2015-2019,Liver,Female,4,55-64,3,452,7.7
2015-2019,Liver,Female,4,65-74,3,830,4.4
2015-2019,Liver,Female,4,All ages,3,2768,4.4
2015-2019,Liver,Female,4,All ages,4,2768,3.1
2015-2019,Liver,Female,4,All ages,5,2768,2.4
2015-2019,Liver,Female,All stages combined,15-44,1,220,61.2
2015-2019,Liver,Female,All stages combined,45-54,1,506,52.3
2015-2019,Liver,Female,All stages combined,55-64,1,1244,44.2
2015-2019,Liver,Female,All stages combined,65-74,1,2362,38.2
2015-2019,Liver,Female,All stages combined,75-99,1,4438,22.3
2015-2019,Liver,Female,All stages combined,All ages,1,8770,32.4
2015-2019,Liver,Female,All stages combined,All ages,1,8770,36.3
2015-2019,Liver,Female,All stages combined,15-44,2,220,47
2015-2019,Liver,Female,All stages combined,45-54,2,506,37.5
2015-2019,Liver,Female,All stages combined,55-64,2,1244,29
2015-2019,Liver,Female,All stages combined,65-74,2,2362,24.2
2015-2019,Liver,Female,All stages combined,75-99,2,4438,12
2015-2019,Liver,Female,All stages combined,All ages,2,8770,20.1
2015-2019,Liver,Female,All stages combined,All ages,2,8770,22.7
2015-2019,Liver,Female,All stages combined,15-44,3,220,36.9
2015-2019,Liver,Female,All stages combined,45-54,3,506,30.5
2015-2019,Liver,Female,All stages combined,55-64,3,1244,23.5
2015-2019,Liver,Female,All stages combined,65-74,3,2362,17.5
2015-2019,Liver,Female,All stages combined,75-99,3,4438,7
2015-2019,Liver,Female,All stages combined,All ages,3,8770,14.3
2015-2019,Liver,Female,All stages combined,All ages,3,8770,16.1
2015-2019,Liver,Female,All stages combined,15-44,4,220,34
2015-2019,Liver,Female,All stages combined,45-54,4,506,26.1
2015-2019,Liver,Female,All stages combined,55-64,4,1244,19.3
2015-2019,Liver,Female,All stages combined,65-74,4,2362,14.4
2015-2019,Liver,Female,All stages combined,75-99,4,4438,5.4
2015-2019,Liver,Female,All stages combined,All ages,4,8770,11.7
2015-2019,Liver,Female,All stages combined,All ages,4,8770,13.2
2015-2019,Liver,Female,All stages combined,15-44,5,220,30.9
2015-2019,Liver,Female,All stages combined,45-54,5,506,24.1
2015-2019,Liver,Female,All stages combined,55-64,5,1244,17.9
2015-2019,Liver,Female,All stages combined,65-74,5,2362,12.5
2015-2019,Liver,Female,All stages combined,75-99,5,4438,4.6
2015-2019,Liver,Female,All stages combined,All ages,5,8770,10.4
2015-2019,Liver,Female,All stages combined,All ages,5,8770,11.7
2015-2019,Liver,Male,All stages combined,15-44,1,109,52
2015-2019,Liver,Male,All stages combined,45-54,1,370,45.1
2015-2019,Liver,Male,All stages combined,55-64,1,905,48.3
2015-2019,Liver,Male,All stages combined,65-74,1,1169,42.7
2015-2019,Liver,Male,All stages combined,75-99,1,1262,34.7
2015-2019,Liver,Male,All stages combined,All ages,1,3815,41.8
2015-2019,Liver,Male,All stages combined,All ages,1,3815,42.2
2015-2019,Liver,Male,All stages combined,15-44,2,109,51
2015-2019,Liver,Male,All stages combined,45-54,2,370,31.4
2015-2019,Liver,Male,All stages combined,55-64,2,905,34.2
2015-2019,Liver,Male,All stages combined,65-74,2,1169,28.7
2015-2019,Liver,Male,All stages combined,75-99,2,1262,18.5
2015-2019,Liver,Male,All stages combined,All ages,2,3815,27.6
2015-2019,Liver,Male,All stages combined,All ages,2,3815,27.7
2015-2019,Liver,Male,All stages combined,15-44,3,109,48.5
2015-2019,Liver,Male,All stages combined,45-54,3,370,26.6
2015-2019,Liver,Male,All stages combined,55-64,3,905,27.6
2015-2019,Liver,Male,All stages combined,65-74,3,1169,21.8
2015-2019,Liver,Male,All stages combined,75-99,3,1262,13.4
2015-2019,Liver,Male,All stages combined,All ages,3,3815,21.7
2015-2019,Liver,Male,All stages combined,All ages,3,3815,21.7
2015-2019,Liver,Male,All stages combined,15-44,4,109,45.7
2015-2019,Liver,Male,All stages combined,45-54,4,370,23.9
2015-2019,Liver,Male,All stages combined,55-64,4,905,22.2
2015-2019,Liver,Male,All stages combined,65-74,4,1169,18.8
2015-2019,Liver,Male,All stages combined,75-99,4,1262,9.3
2015-2019,Liver,Male,All stages combined,All ages,4,3815,17.8
2015-2019,Liver,Male,All stages combined,All ages,4,3815,17.5
2015-2019,Liver,Male,All stages combined,15-44,5,109,40.1
2015-2019,Liver,Male,All stages combined,45-54,5,370,20.7
2015-2019,Liver,Male,All stages combined,55-64,5,905,19.4
2015-2019,Liver,Male,All stages combined,65-74,5,1169,16.4
2015-2019,Liver,Male,All stages combined,All ages,5,3815,14.9
2015-2019,Liver,Male,All stages combined,15-44,1,89,43.9
2015-2019,Liver,Male,All stages combined,45-54,1,274,46.2
2015-2019,Liver,Male,All stages combined,55-64,1,761,47.4
2015-2019,Liver,Male,All stages combined,65-74,1,1101,41
2015-2019,Liver,Male,All stages combined,75-99,1,1253,29.6
2015-2019,Liver,Male,All stages combined,All ages,1,3478,38.8
2015-2019,Liver,Male,All stages combined,All ages,1,3478,39.3
2015-2019,Liver,Male,All stages combined,15-44,2,89,36.9
2015-2019,Liver,Male,All stages combined,45-54,2,274,37.7
2015-2019,Liver,Male,All stages combined,55-64,2,761,35.3
2015-2019,Liver,Male,All stages combined,65-74,2,1101,27.6
2015-2019,Liver,Male,All stages combined,75-99,2,1253,19
2015-2019,Liver,Male,All stages combined,All ages,2,3478,27.2
2015-2019,Liver,Male,All stages combined,All ages,2,3478,27.8
2015-2019,Liver,Male,All stages combined,15-44,3,89,34.2
2015-2019,Liver,Male,All stages combined,45-54,3,274,32.7
2015-2019,Liver,Male,All stages combined,55-64,3,761,27.6
2015-2019,Liver,Male,All stages combined,65-74,3,1101,22.5
2015-2019,Liver,Male,All stages combined,75-99,3,1253,13
2015-2019,Liver,Male,All stages combined,All ages,3,3478,21.3
2015-2019,Liver,Male,All stages combined,All ages,3,3478,21.7
2015-2019,Liver,Male,All stages combined,55-64,4,761,22.6
2015-2019,Liver,Male,All stages combined,65-74,4,1101,17.1
2015-2019,Liver,Male,All stages combined,75-99,4,1253,10
2015-2019,Liver,Male,All stages combined,All ages,4,3478,17.1
2015-2019,Liver,Male,All stages combined,All ages,4,3478,17.3
2015-2019,Liver,Male,All stages combined,55-64,5,761,20.5
2015-2019,Liver,Male,All stages combined,65-74,5,1101,14.4
2015-2019,Liver,Male,All stages combined,75-99,5,1253,8.1
2015-2019,Liver,Male,All stages combined,All ages,5,3478,14.7
2015-2019,Liver,Male,All stages combined,All ages,5,3478,14.7
2015-2019,Liver,Male,All stages combined,15-44,1,58,59.7
2015-2019,Liver,Male,All stages combined,45-54,1,203,47.9
2015-2019,Liver,Male,All stages combined,55-64,1,638,48.7
2015-2019,Liver,Male,All stages combined,65-74,1,1133,44.6
2015-2019,Liver,Male,All stages combined,75-99,1,1370,30.1
2015-2019,Liver,Male,All stages combined,All ages,1,3402,40
2015-2019,Liver,Male,All stages combined,All ages,1,3402,41.8
2015-2019,Liver,Male,All stages combined,15-44,2,58,48.4
2015-2019,Liver,Male,All stages combined,45-54,2,203,31.6
2015-2019,Liver,Male,All stages combined,55-64,2,638,35.3
2015-2019,Liver,Male,All stages combined,65-74,2,1133,30.2
2015-2019,Liver,Male,All stages combined,75-99,2,1370,18.1
2015-2019,Liver,Male,All stages combined,All ages,2,3402,26.7
2015-2019,Liver,Male,All stages combined,All ages,2,3402,28.1
2015-2019,Liver,Male,All stages combined,55-64,3,638,26.6
2015-2019,Liver,Male,All stages combined,65-74,3,1133,23.1
2015-2019,Liver,Male,All stages combined,75-99,3,1370,12
2015-2019,Liver,Male,All stages combined,All ages,3,3402,19.7
2015-2019,Liver,Male,All stages combined,All ages,3,3402,20.6
2015-2019,Liver,Male,All stages combined,55-64,4,638,24.3
2015-2019,Liver,Male,All stages combined,65-74,4,1133,18.1
2015-2019,Liver,Male,All stages combined,75-99,4,1370,8.3
2015-2019,Liver,Male,All stages combined,All ages,4,3402,16.1
2015-2019,Liver,Male,All stages combined,55-64,5,638,21.2
2015-2019,Liver,Male,All stages combined,65-74,5,1133,12.9
2015-2019,Liver,Male,All stages combined,All ages,5,3402,12.9
2015-2019,Liver,Male,All stages combined,15-44,1,59,47.5
2015-2019,Liver,Male,All stages combined,45-54,1,144,56.1
2015-2019,Liver,Male,All stages combined,55-64,1,545,47.1
2015-2019,Liver,Male,All stages combined,65-74,1,1070,44.6
2015-2019,Liver,Male,All stages combined,75-99,1,1398,32.8
2015-2019,Liver,Male,All stages combined,All ages,1,3216,40.4
2015-2019,Liver,Male,All stages combined,All ages,1,3216,42.6
2015-2019,Liver,Male,All stages combined,15-44,2,59,44.1
2015-2019,Liver,Male,All stages combined,45-54,2,144,39.7
2015-2019,Liver,Male,All stages combined,55-64,2,545,31.1
2015-2019,Liver,Male,All stages combined,65-74,2,1070,29.5
2015-2019,Liver,Male,All stages combined,75-99,2,1398,20.5
2015-2019,Liver,Male,All stages combined,All ages,2,3216,26.6
2015-2019,Liver,Male,All stages combined,All ages,2,3216,28.7
2015-2019,Liver,Male,All stages combined,15-44,3,59,40.5
2015-2019,Liver,Male,All stages combined,45-54,3,144,27.3
2015-2019,Liver,Male,All stages combined,55-64,3,545,24.4
2015-2019,Liver,Male,All stages combined,65-74,3,1070,22
2015-2019,Liver,Male,All stages combined,75-99,3,1398,13
2015-2019,Liver,Male,All stages combined,All ages,3,3216,19.1
2015-2019,Liver,Male,All stages combined,All ages,3,3216,20.7
2015-2019,Liver,Male,All stages combined,55-64,4,545,20
2015-2019,Liver,Male,All stages combined,65-74,4,1070,17
2015-2019,Liver,Male,All stages combined,75-99,4,1398,9
2015-2019,Liver,Male,All stages combined,All ages,4,3216,14.7
2015-2019,Liver,Male,All stages combined,All ages,4,3216,16.2
2015-2019,Liver,Male,All stages combined,55-64,5,545,17.6
2015-2019,Liver,Male,All stages combined,65-74,5,1070,13.8
2015-2019,Liver,Male,All stages combined,75-99,5,1398,6.8
2015-2019,Liver,Male,All stages combined,All ages,5,3216,12.2
2015-2019,Liver,Male,All stages combined,15-44,1,43,72.1
2015-2019,Liver,Male,All stages combined,45-54,1,128,56.8
2015-2019,Liver,Male,All stages combined,55-64,1,452,51.4
2015-2019,Liver,Male,All stages combined,65-74,1,982,43.5
2015-2019,Liver,Male,All stages combined,75-99,1,1273,32.2
2015-2019,Liver,Male,All stages combined,All ages,1,2878,40.7
2015-2019,Liver,Male,All stages combined,All ages,1,2878,44.3
2015-2019,Liver,Male,All stages combined,15-44,2,43,50.8
2015-2019,Liver,Male,All stages combined,45-54,2,128,37.3
2015-2019,Liver,Male,All stages combined,55-64,2,452,37.8
2015-2019,Liver,Male,All stages combined,65-74,2,982,28.3
2015-2019,Liver,Male,All stages combined,75-99,2,1273,18.3
2015-2019,Liver,Male,All stages combined,All ages,2,2878,26.1
2015-2019,Liver,Male,All stages combined,All ages,2,2878,28.7
2015-2019,Liver,Male,All stages combined,15-44,3,43,45.2
2015-2019,Liver,Male,All stages combined,45-54,3,128,30.9
2015-2019,Liver,Male,All stages combined,55-64,3,452,29.1
2015-2019,Liver,Male,All stages combined,65-74,3,982,20.1
2015-2019,Liver,Male,All stages combined,75-99,3,1273,12.5
2015-2019,Liver,Male,All stages combined,All ages,3,2878,19
2015-2019,Liver,Male,All stages combined,All ages,3,2878,21.3
2015-2019,Liver,Male,All stages combined,55-64,4,452,22.5
2015-2019,Liver,Male,All stages combined,65-74,4,982,16.1
2015-2019,Liver,Male,All stages combined,75-99,4,1273,7.8
2015-2019,Liver,Male,All stages combined,All ages,4,2878,14.1
2015-2019,Liver,Male,All stages combined,All ages,4,2878,15.6
2015-2019,Liver,Male,All stages combined,55-64,5,452,18.1
2015-2019,Liver,Male,All stages combined,65-74,5,982,14.6
2015-2019,Liver,Male,All stages combined,All ages,5,2878,11.3
2015-2019,Liver,Male,1,55-64,1,371,81.5
2015-2019,Liver,Male,1,65-74,1,548,83.6
2015-2019,Liver,Male,1,75-99,1,469,68.2
2015-2019,Liver,Male,1,All ages,1,1553,78.6
2015-2019,Liver,Male,1,All ages,1,1553,78.6
2015-2019,Liver,Male,1,55-64,2,371,70.3
2015-2019,Liver,Male,1,65-74,2,548,67.5
2015-2019,Liver,Male,1,75-99,2,469,50.5
2015-2019,Liver,Male,1,All ages,2,1553,64.3
2015-2019,Liver,Male,1,All ages,2,1553,64.5
2015-2019,Liver,Male,1,55-64,3,371,58.9
2015-2019,Liver,Male,1,65-74,3,548,58.4
2015-2019,Liver,Male,1,75-99,3,469,38.6
2015-2019,Liver,Male,1,All ages,3,1553,54.2
2015-2019,Liver,Male,1,All ages,3,1553,53.9
2015-2019,Liver,Male,1,55-64,4,371,53.4
2015-2019,Liver,Male,1,65-74,4,548,51.5
2015-2019,Liver,Male,1,75-99,4,469,34.2
2015-2019,Liver,Male,1,All ages,4,1553,48.9
2015-2019,Liver,Male,1,All ages,4,1553,48.7
2015-2019,Liver,Male,1,55-64,5,371,48.8
2015-2019,Liver,Male,1,65-74,5,548,45.4
2015-2019,Liver,Male,1,75-99,5,469,24.7
2015-2019,Liver,Male,1,All ages,5,1553,42.9
2015-2019,Liver,Male,1,All ages,5,1553,41.6
2015-2019,Liver,Male,2,15-44,1,43,83.4
2015-2019,Liver,Male,2,45-54,1,147,74.2
2015-2019,Liver,Male,2,55-64,1,411,76.1
2015-2019,Liver,Male,2,65-74,1,618,75.7
2015-2019,Liver,Male,2,75-99,1,521,64.9
2015-2019,Liver,Male,2,All ages,1,1740,72.6
2015-2019,Liver,Male,2,All ages,1,1740,72.8
2015-2019,Liver,Male,2,15-44,2,43,78.7
2015-2019,Liver,Male,2,45-54,2,147,62
2015-2019,Liver,Male,2,55-64,2,411,59.1
2015-2019,Liver,Male,2,65-74,2,618,57.2
2015-2019,Liver,Male,2,75-99,2,521,41.4
2015-2019,Liver,Male,2,All ages,2,1740,53.9
2015-2019,Liver,Male,2,All ages,2,1740,54.2
2015-2019,Liver,Male,2,15-44,3,43,73.6
2015-2019,Liver,Male,2,45-54,3,147,53.8
2015-2019,Liver,Male,2,55-64,3,411,46.8
2015-2019,Liver,Male,2,65-74,3,618,48
2015-2019,Liver,Male,2,75-99,3,521,28.6
2015-2019,Liver,Male,2,All ages,3,1740,43.2
2015-2019,Liver,Male,2,All ages,3,1740,42.9
2015-2019,Liver,Male,2,15-44,4,43,65.9
2015-2019,Liver,Male,2,45-54,4,147,46.5
2015-2019,Liver,Male,2,55-64,4,411,40.2
2015-2019,Liver,Male,2,65-74,4,618,38.3
2015-2019,Liver,Male,2,75-99,4,521,21.6
2015-2019,Liver,Male,2,All ages,4,1740,35.4
2015-2019,Liver,Male,2,All ages,4,1740,34.9
2015-2019,Liver,Male,2,55-64,5,411,38.6
2015-2019,Liver,Male,2,65-74,5,618,34
2015-2019,Liver,Male,2,75-99,5,521,16.2
2015-2019,Liver,Male,2,All ages,5,1740,31.7
2015-2019,Liver,Male,3,15-44,1,38,47.4
2015-2019,Liver,Male,3,45-54,1,91,37.5
2015-2019,Liver,Male,3,55-64,1,314,48.8
2015-2019,Liver,Male,3,65-74,1,576,42.1
2015-2019,Liver,Male,3,75-99,1,670,34.6
2015-2019,Liver,Male,3,All ages,1,1689,40.2
2015-2019,Liver,Male,3,All ages,1,1689,40.9
2015-2019,Liver,Male,3,55-64,2,314,30.7
2015-2019,Liver,Male,3,65-74,2,576,23.3
2015-2019,Liver,Male,3,75-99,2,670,18.3
